GradeLevel,Page_Grp,ProfLevel,profLabel,Listening_Arguments,Listening_Explanations,Listening_Recounts,Oral Language_Discuss,Reading_Arguments,Reading_Explanations,Reading_Recounts,Speaking_Argue,Speaking_Explain,Speaking_Recount,Writing_Argue,Writing_Explain,Writing_Recounts
9,2,5,Bridging,,,,,<startL> - Recognizing multiple perspectives and points of view on any given issue }  - Identifying evidence of bias and credibility of sources } <endL>,"<startL> - Identifying how authors connect related ideas across paragraphs with abstraction, complex sentences, and technical terms }  - Tracing the central idea of text and how it develops, including how it is shaped by specific details, extended definit",<startL> - Identifying how text structure supports comprehension and retrieval of information and details }  - Identifying the central idea or theme and how it is supported by clear descriptions and extended details } <endL>,,,,<startL> - Organizing information to show logical reasoning }  - Integrating multiple perspectives and evidence from a variety of sources } <endL>,<startL> - Synthesizing information and details about phenomena from a variety of sources }  - Organizing information and details logically and cohesively } <endL>,<startL> - Sequencing using language that creates coherence }  - Organizing information according to content-specific expectations } <endL>
9,2,6,Reaching,,,,,"<startL> - Evaluating word choice and nuance as tools for distinguishing facts, claims, reasoned judgment, and opinions }  - Identifying the logical connections among claims, counterclaims, reasons, and evidence } <endL>","<startL> - Recognizing discipline-specific patterns <i>(e.g., orienting the reader, part-whole classification, neutral/ authoritative tone)</i> }  - Identifying authorsÆ precision and accuracy in classifications, comparisons, accounts, or procedures as a ",<startL> - Analyzing and comparing how authors use language for specific purposes and audiences }  - Identifying how authors develop and maintain cohesion by connecting ideas or events in extended texts } <endL>,,,,"<startL> - Evaluating positive and negative implications associated with various positions <i>(e.g., historical events, scientific discoveries, individuals)</i> }  - Organizing information logically and coherently to represent contrasting views } <endL>","<startL> - Developing ideas about phenomena with relevant and sufficient facts, extended descriptions, concrete details, or quotations }  - Maintaining discipline-specific patterns that bridge across key uses <i>(e.g., explanation to argument in history, ",<startL> - Summarizing content-related notes from lectures or readings }  - Producing research reports using multiple sources of information } <endL>
10,1,1,Entering,"<startL> - Matching oral information to pictures, diagrams, or photographs that show points of view }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>",<startL> - Ordering events or stages of phenomena from oral statements }  - Identifying words and phrases related to sequence } <endL>,"<startL> - Matching everyday oral content-related words and phrases to pictures, diagrams, or photographs }  - Selecting resources, places, products, or figures from oral statements and visual supports } <endL>",<startL> - Representing oneÆs ideas using various media }  - Responding to yes and no questions posed by the group }  - Using nonverbal signals to demonstrate engagement in conversations } <endL>,,,,"<startL> - Relating points of view with visual support <i>(e.g., posters, photographs)</i> }  - Stating pros and cons listed visually on a topic } <endL>","<startL> - Ordering events or stages of phenomena with sequential language <i>(e.g., first, next, step 1)</i> }  - Using words and phrases to identify visually supported phenomena } <endL>","<startL> - Naming and briefly describing content topics using visual support <i>(e.g., posters, diagrams, pictures)</i> }  - Answering select yes/no or Wh-questions } <endL>",,,
10,1,2,Emerging,<startL> - Recognizing the pros or cons of issues from short oral statements }  - Identifying claims in oral statements } <endL>,"<startL> - Sequencing steps in processes or procedures described orally }  - Comparing information, symbols, or icons on charts or tables described orally } <endL>",<startL> - Matching oral descriptions of characters or main events in content-related topics }  - Following modeled oral commands } <endL>,<startL> - Asking and answering questions }  - Communicating need for clarity of messages }  - Recognizing intonation used to achieve various purposes of communication } <endL>,,,,<startL> - Responding to oral or written claims }  - Offering facts or opinion statements as appropriate to discussion } <endL>,"<startL> - Naming properties, characteristics or features of illustrated content-related topics }  - Posing and responding to Wh-questions that relate to phenomena } <endL>",<startL> - Restating information using content-specific terms }  - Providing examples of content-related information previously studied } <endL>,,,
10,1,3,Developing,<startL> - Organizing information related to different perspectives presented orally }  - Identifying language choices that represent specific points of view from a series of oral statements } <endL>,<startL> - Recognizing relationships in a series of oral statements }  - Identifying causes for particular events or phenomena in short oral presentations } <endL>,"<startL> - Identifying main ideas from short content-related oral presentations }  - Classifying examples of genres read aloud <i>(e.g., types of narration)</i> } <endL>","<startL> - Suggesting creative ways to resolve communication issues }  - Clarifying oneÆs own ideas using a variety of strategies <i>(e.g., analogies or metaphors, paraphrasing)</i> }  - Asking clarifying questions in a respectful manner } <endL>",,,,<startL> - Stating claims matched to evidence using a series of related sentences }  - Suggesting details or reasons to reinforce points of view } <endL>,"<startL> - Connecting causes to effects in a series of statements }  - Sequencing processes, cycles, or procedures in short extended discourse } <endL>","<startL> - Posing and responding to questions in small group discussions }  - Describing the sequence of processes, cycles, procedures, or events with details } <endL>",,,
10,1,4,Expanding,<startL> - Classifying claims and evidence from oral presentations }  - Differentiating multiple perspectives presented orally } <endL>,<startL> - Identifying components of systems from multimedia }  - Interpreting cause and effect from oral discourse } <endL>,"<startL> - Following the steps of content-related tasks or assignments given orally }  - Identifying details from oral discussions <i>(e.g., when, who, where, what, and why)</i> } <endL>",<startL> - Demonstrating stamina when building ideas in a small group }  - Validating ideas of others }  - Sorting through oneÆs own ideas to determine relevant ones }  - Providing and receiving constructive feedback from others tactfully } <endL>,,,,"<startL> - Taking stances and defending them with evidence <i>(e.g., using data or citations)</i> }  - Comparing and contrasting different points of view } <endL>","<startL> - Describing components of systems in small groups and class discussions }  - Providing precise words and phrases to provide details, descriptions, classifications, comparisons, causes/effects, or procedures } <endL>",<startL> - Presenting factual information on content-related topics to the class }  - Paraphrasing and summarizing content-related ideas in large and small groups } <endL>,,,
10,1,5,Bridging,<startL> - Identifying how language choices connect to particular audiences }  - Evaluating the purpose of arguments presented by others } <endL>,<startL> - Identifying effects and consequences of events and phenomena from class discussions }  - Identifying interdependence of different parts of systems from multimedia presentations } <endL>,<startL> - Reconstructing past experiences or series of events based on oral discourse }  - Recognizing nuanced meanings of words and phrases in extended oral discourse } <endL>,<startL> - Co-creating novel perspectives on issues }  - Responding to diverse perspectives and recognizing bias in oneÆs own view }  - Generating new ideas or questions to sustain conversations } <endL>,,,,<startL> - Challenging evidence and claims in debates }  - Convincing audiences of personal points of view using persuasive language } <endL>,"<startL> - Presenting information using an objective, neutral tone in extended discourse }  - Using nominalization to compress information and maintain coherence <i>(e.g., 'This expansionà } <endL>","<startL> - Engaging in extended discussion of effects, impacts, or events related to content topics }  - Giving multimedia oral presentations on content-related material learned from various sources } <endL>",,,
10,1,6,Reaching,"<startL> - Identifying strengths, limitations, and potential biases from oral presentations }  - Organizing claims and counter claims presented in debates } <endL>",<startL> - Recognizing specific language used to enhance clarity and precision }  - Recognizing and following language related to the same event or phenomenon throughout presentations } <endL>,<startL> - Categorizing perspectives of multiple speakers }  - Identifying important information on specific events and concepts from lectures and presentations } <endL>,"<startL> - Identifying and reacting to subtle differences in speech and register <i>(e.g., hyperbole, satire, comedy)</i> }  - Producing coherent oral discourse appropriate to task, purpose, and audience }  - Synthesizing and sharing information from a va",,,,<startL> - Organizing claims and counter claims in debates with evidence from multiple sources }  - Negotiating differing cultural perspectives in pairs or small groups } <endL>,"<startL> - Providing precision and accuracy in classifications, procedures, processes, and accounts using abstraction, technical language, and a variety of active/passive verb forms }  - Following discipline-specific organization <i>(e.g., orienting the r","<startL> - Adjusting presentation style, degree of formality, word choice, tone, and information to the context and audience }  - Presenting information that follows discipline-specific organization <i>(e.g., orientation to topic, sequence of events, conc",,,
10,2,1,Entering,,,,,"<startL> - Matching media <i>(e.g., posters, photos, banners)</i> with point of view words and phrases }  - Connecting characters/historical figures with positions or stances on various issues } <endL>",<startL> - Identifying key words and phrases that describe the topics or phenomena }  - Recognizing sequence statements and illustrations that describe phenomena } <endL>,"<startL> - Matching key content-related terms and ideas to images, graphs, icons, or diagrams }  - Sequencing illustrated text of narrative or informational events } <endL>",,,,<startL> - Selecting words and phrases to represent points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Producing short responses to questions using word/phrase banks }  - Labeling charts, graphs, timelines, or cycles to describe phenomena } <endL>","<startL> - Listing content words or phrases that relate to the topic }  - Including images, diagrams, and charts to add details to the topic } <endL>"
10,2,2,Emerging,,,,,<startL> - Making connections between statements that make claims and those providing evidence }  - Distinguishing language that identifies facts and opinions } <endL>,<startL> - Identifying different types of connectors that show relationships between topics and phenomena }  - Differentiating between technical and everyday vocabulary that describe phenomena } <endL>,"<startL> - Identifying patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Locating main ideas in a series of related sentences } <endL>",,,,"<startL> - Expressing claims with evidence <i>(e.g., 'Socialism is a good government system because...')</i> }  - Listing content-related ideas that represent different points of view on issues } <endL>",<startL> - Using transitions and connectors to show causal relationships or procedures }  - Choosing everyday or technical language to describe phenomena } <endL>,"<startL> - Following patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Sequencing narratives or informational text using linking words and phrases } <endL>"
10,2,3,Developing,,,,,<startL> - Identifying their purposes and audiences }  - Evaluating the strength of evidence statements } <endL>,"<startL> - Identifying how language provides clarity and precision in describing topics or phenomena }  - Summarizing information with diagrams, models, flow charts, or illustrations } <endL>","<startL> - Recognizing lexical chains that show how characters and ideas are labeled across the text }  - Identifying detailed descriptions, procedures, and information in paragraphs } <endL>",,,,<startL> - Justifying reasons or opinions with evidence }  - Summarizing opposing positions with evidence } <endL>,"<startL> - Choosing words and phrases to provide precise details, descriptions, comparisons, and ordered procedures }  - Integrating headings, introductory statements, and other features to organize text } <endL>",<startL> - Summarizing content-related material }  - Including important information and related details } <endL>
10,2,4,Expanding,,,,,<startL> - Identifying persuasive language across content areas }  - Following the progression of logical reasoning } <endL>,"<startL> - Identifying the interdependence of parts of systems <i>(e.g., technical, government, chemical)</i> }  - Comparing information on phenomena across a variety of multimedia sources } <endL>","<startL> - Identifying how the authors make language choices and adjusts for audience and purpose }  - Reflecting on various accounts of a subject told in different media <i>(e.g., print and multimedia)</i> } <endL>",,,,<startL> - Evaluating and challenging evidence presented }  - Creating persuasive essays or reports making adjustments for specific audiences } <endL>,"<startL> - Presenting information objectively by using a neutral tone appropriate to the content area }  - Integrating images, diagrams, formulas, or charts to describe phenomena } <endL>","<startL> - Creating narrative or informational extended text of past events or experiences <i>(e.g., lab reports, current events)</i> }  - Connecting main points, events, and central ideas to conclusions } <endL>"
10,2,5,Bridging,,,,,<startL> - Recognizing multiple perspectives and points of view on any given issue }  - Identifying evidence of bias and credibility of sources } <endL>,"<startL> - Identifying how authors connect related ideas across paragraphs with abstraction, complex sentences, and technical terms }  - Tracing the central idea of text and how it develops, including how it is shaped by specific details, extended definit",<startL> - Identifying how text structure supports comprehension and retrieval of information and details }  - Identifying the central idea or theme and how it is supported by clear descriptions and extended details } <endL>,,,,<startL> - Organizing information to show logical reasoning }  - Integrating multiple perspectives and evidence from a variety of sources } <endL>,<startL> - Synthesizing information and details about phenomena from a variety of sources }  - Organizing information and details logically and cohesively } <endL>,<startL> - Sequencing using language that creates coherence }  - Organizing information according to content-specific expectations } <endL>
10,2,6,Reaching,,,,,"<startL> - Evaluating word choice and nuance as tools for distinguishing facts, claims, reasoned judgment, and opinions }  - Identifying the logical connections among claims, counterclaims, reasons, and evidence } <endL>","<startL> - Recognizing discipline-specific patterns <i>(e.g., orienting the reader, part-whole classification, neutral/ authoritative tone)</i> }  - Identifying authorsÆ precision and accuracy in classifications, comparisons, accounts, or procedures as a ",<startL> - Analyzing and comparing how authors use language for specific purposes and audiences }  - Identifying how authors develop and maintain cohesion by connecting ideas or events in extended texts } <endL>,,,,"<startL> - Evaluating positive and negative implications associated with various positions <i>(e.g., historical events, scientific discoveries, individuals)</i> }  - Organizing information logically and coherently to represent contrasting views } <endL>","<startL> - Developing ideas about phenomena with relevant and sufficient facts, extended descriptions, concrete details, or quotations }  - Maintaining discipline-specific patterns that bridge across key uses <i>(e.g., explanation to argument in history, ",<startL> - Summarizing content-related notes from lectures or readings }  - Producing research reports using multiple sources of information } <endL>
11,1,1,Entering,"<startL> - Matching oral information to pictures, diagrams, or photographs that show points of view }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>",<startL> - Ordering events or stages of phenomena from oral statements }  - Identifying words and phrases related to sequence } <endL>,"<startL> - Matching everyday oral content-related words and phrases to pictures, diagrams, or photographs }  - Selecting resources, places, products, or figures from oral statements and visual supports } <endL>",<startL> - Representing oneÆs ideas using various media }  - Responding to yes and no questions posed by the group }  - Using nonverbal signals to demonstrate engagement in conversations } <endL>,,,,"<startL> - Relating points of view with visual support <i>(e.g., posters, photographs)</i> }  - Stating pros and cons listed visually on a topic } <endL>","<startL> - Ordering events or stages of phenomena with sequential language <i>(e.g., first, next, step 1)</i> }  - Using words and phrases to identify visually supported phenomena } <endL>","<startL> - Naming and briefly describing content topics using visual support <i>(e.g., posters, diagrams, pictures)</i> }  - Answering select yes/no or Wh-questions } <endL>",,,
11,1,2,Emerging,<startL> - Recognizing the pros or cons of issues from short oral statements }  - Identifying claims in oral statements } <endL>,"<startL> - Sequencing steps in processes or procedures described orally }  - Comparing information, symbols, or icons on charts or tables described orally } <endL>",<startL> - Matching oral descriptions of characters or main events in content-related topics }  - Following modeled oral commands } <endL>,<startL> - Asking and answering questions }  - Communicating need for clarity of messages }  - Recognizing intonation used to achieve various purposes of communication } <endL>,,,,<startL> - Responding to oral or written claims }  - Offering facts or opinion statements as appropriate to discussion } <endL>,"<startL> - Naming properties, characteristics or features of illustrated content-related topics }  - Posing and responding to Wh-questions that relate to phenomena } <endL>",<startL> - Restating information using content-specific terms }  - Providing examples of content-related information previously studied } <endL>,,,
11,1,3,Developing,<startL> - Organizing information related to different perspectives presented orally }  - Identifying language choices that represent specific points of view from a series of oral statements } <endL>,<startL> - Recognizing relationships in a series of oral statements }  - Identifying causes for particular events or phenomena in short oral presentations } <endL>,"<startL> - Identifying main ideas from short content-related oral presentations }  - Classifying examples of genres read aloud <i>(e.g., types of narration)</i> } <endL>","<startL> - Suggesting creative ways to resolve communication issues }  - Clarifying oneÆs own ideas using a variety of strategies <i>(e.g., analogies or metaphors, paraphrasing)</i> }  - Asking clarifying questions in a respectful manner } <endL>",,,,<startL> - Stating claims matched to evidence using a series of related sentences }  - Suggesting details or reasons to reinforce points of view } <endL>,"<startL> - Connecting causes to effects in a series of statements }  - Sequencing processes, cycles, or procedures in short extended discourse } <endL>","<startL> - Posing and responding to questions in small group discussions }  - Describing the sequence of processes, cycles, procedures, or events with details } <endL>",,,
11,1,4,Expanding,<startL> - Classifying claims and evidence from oral presentations }  - Differentiating multiple perspectives presented orally } <endL>,<startL> - Identifying components of systems from multimedia }  - Interpreting cause and effect from oral discourse } <endL>,"<startL> - Following the steps of content-related tasks or assignments given orally }  - Identifying details from oral discussions <i>(e.g., when, who, where, what, and why)</i> } <endL>",<startL> - Demonstrating stamina when building ideas in a small group }  - Validating ideas of others }  - Sorting through oneÆs own ideas to determine relevant ones }  - Providing and receiving constructive feedback from others tactfully } <endL>,,,,"<startL> - Taking stances and defending them with evidence <i>(e.g., using data or citations)</i> }  - Comparing and contrasting different points of view } <endL>","<startL> - Describing components of systems in small groups and class discussions }  - Providing precise words and phrases to provide details, descriptions, classifications, comparisons, causes/effects, or procedures } <endL>",<startL> - Presenting factual information on content-related topics to the class }  - Paraphrasing and summarizing content-related ideas in large and small groups } <endL>,,,
11,1,5,Bridging,<startL> - Identifying how language choices connect to particular audiences }  - Evaluating the purpose of arguments presented by others } <endL>,<startL> - Identifying effects and consequences of events and phenomena from class discussions }  - Identifying interdependence of different parts of systems from multimedia presentations } <endL>,<startL> - Reconstructing past experiences or series of events based on oral discourse }  - Recognizing nuanced meanings of words and phrases in extended oral discourse } <endL>,<startL> - Co-creating novel perspectives on issues }  - Responding to diverse perspectives and recognizing bias in oneÆs own view }  - Generating new ideas or questions to sustain conversations } <endL>,,,,<startL> - Challenging evidence and claims in debates }  - Convincing audiences of personal points of view using persuasive language } <endL>,"<startL> - Presenting information using an objective, neutral tone in extended discourse }  - Using nominalization to compress information and maintain coherence <i>(e.g., 'This expansionà } <endL>","<startL> - Engaging in extended discussion of effects, impacts, or events related to content topics }  - Giving multimedia oral presentations on content-related material learned from various sources } <endL>",,,
11,1,6,Reaching,"<startL> - Identifying strengths, limitations, and potential biases from oral presentations }  - Organizing claims and counter claims presented in debates } <endL>",<startL> - Recognizing specific language used to enhance clarity and precision }  - Recognizing and following language related to the same event or phenomenon throughout presentations } <endL>,<startL> - Categorizing perspectives of multiple speakers }  - Identifying important information on specific events and concepts from lectures and presentations } <endL>,"<startL> - Identifying and reacting to subtle differences in speech and register <i>(e.g., hyperbole, satire, comedy)</i> }  - Producing coherent oral discourse appropriate to task, purpose, and audience }  - Synthesizing and sharing information from a va",,,,<startL> - Organizing claims and counter claims in debates with evidence from multiple sources }  - Negotiating differing cultural perspectives in pairs or small groups } <endL>,"<startL> - Providing precision and accuracy in classifications, procedures, processes, and accounts using abstraction, technical language, and a variety of active/passive verb forms }  - Following discipline-specific organization <i>(e.g., orienting the r","<startL> - Adjusting presentation style, degree of formality, word choice, tone, and information to the context and audience }  - Presenting information that follows discipline-specific organization <i>(e.g., orientation to topic, sequence of events, conc",,,
11,2,1,Entering,,,,,"<startL> - Matching media <i>(e.g., posters, photos, banners)</i> with point of view words and phrases }  - Connecting characters/historical figures with positions or stances on various issues } <endL>",<startL> - Identifying key words and phrases that describe the topics or phenomena }  - Recognizing sequence statements and illustrations that describe phenomena } <endL>,"<startL> - Matching key content-related terms and ideas to images, graphs, icons, or diagrams }  - Sequencing illustrated text of narrative or informational events } <endL>",,,,<startL> - Selecting words and phrases to represent points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Producing short responses to questions using word/phrase banks }  - Labeling charts, graphs, timelines, or cycles to describe phenomena } <endL>","<startL> - Listing content words or phrases that relate to the topic }  - Including images, diagrams, and charts to add details to the topic } <endL>"
11,2,2,Emerging,,,,,<startL> - Making connections between statements that make claims and those providing evidence }  - Distinguishing language that identifies facts and opinions } <endL>,<startL> - Identifying different types of connectors that show relationships between topics and phenomena }  - Differentiating between technical and everyday vocabulary that describe phenomena } <endL>,"<startL> - Identifying patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Locating main ideas in a series of related sentences } <endL>",,,,"<startL> - Expressing claims with evidence <i>(e.g., 'Socialism is a good government system because...')</i> }  - Listing content-related ideas that represent different points of view on issues } <endL>",<startL> - Using transitions and connectors to show causal relationships or procedures }  - Choosing everyday or technical language to describe phenomena } <endL>,"<startL> - Following patterns specific to narrative or informational text <i>(e.g., orientation, presentation of events, conclusion)</i> }  - Sequencing narratives or informational text using linking words and phrases } <endL>"
11,2,3,Developing,,,,,<startL> - Identifying their purposes and audiences }  - Evaluating the strength of evidence statements } <endL>,"<startL> - Identifying how language provides clarity and precision in describing topics or phenomena }  - Summarizing information with diagrams, models, flow charts, or illustrations } <endL>","<startL> - Recognizing lexical chains that show how characters and ideas are labeled across the text }  - Identifying detailed descriptions, procedures, and information in paragraphs } <endL>",,,,<startL> - Justifying reasons or opinions with evidence }  - Summarizing opposing positions with evidence } <endL>,"<startL> - Choosing words and phrases to provide precise details, descriptions, comparisons, and ordered procedures }  - Integrating headings, introductory statements, and other features to organize text } <endL>",<startL> - Summarizing content-related material }  - Including important information and related details } <endL>
11,2,4,Expanding,,,,,<startL> - Identifying persuasive language across content areas }  - Following the progression of logical reasoning } <endL>,"<startL> - Identifying the interdependence of parts of systems <i>(e.g., technical, government, chemical)</i> }  - Comparing information on phenomena across a variety of multimedia sources } <endL>","<startL> - Identifying how the authors make language choices and adjusts for audience and purpose }  - Reflecting on various accounts of a subject told in different media <i>(e.g., print and multimedia)</i> } <endL>",,,,<startL> - Evaluating and challenging evidence presented }  - Creating persuasive essays or reports making adjustments for specific audiences } <endL>,"<startL> - Presenting information objectively by using a neutral tone appropriate to the content area }  - Integrating images, diagrams, formulas, or charts to describe phenomena } <endL>","<startL> - Creating narrative or informational extended text of past events or experiences <i>(e.g., lab reports, current events)</i> }  - Connecting main points, events, and central ideas to conclusions } <endL>"
11,2,5,Bridging,,,,,<startL> - Recognizing multiple perspectives and points of view on any given issue }  - Identifying evidence of bias and credibility of sources } <endL>,"<startL> - Identifying how authors connect related ideas across paragraphs with abstraction, complex sentences, and technical terms }  - Tracing the central idea of text and how it develops, including how it is shaped by specific details, extended definit",<startL> - Identifying how text structure supports comprehension and retrieval of information and details }  - Identifying the central idea or theme and how it is supported by clear descriptions and extended details } <endL>,,,,<startL> - Organizing information to show logical reasoning }  - Integrating multiple perspectives and evidence from a variety of sources } <endL>,<startL> - Synthesizing information and details about phenomena from a variety of sources }  - Organizing information and details logically and cohesively } <endL>,<startL> - Sequencing using language that creates coherence }  - Organizing information according to content-specific expectations } <endL>
11,2,6,Reaching,,,,,"<startL> - Evaluating word choice and nuance as tools for distinguishing facts, claims, reasoned judgment, and opinions }  - Identifying the logical connections among claims, counterclaims, reasons, and evidence } <endL>","<startL> - Recognizing discipline-specific patterns <i>(e.g., orienting the reader, part-whole classification, neutral/ authoritative tone)</i> }  - Identifying authorsÆ precision and accuracy in classifications, comparisons, accounts, or procedures as a ",<startL> - Analyzing and comparing how authors use language for specific purposes and audiences }  - Identifying how authors develop and maintain cohesion by connecting ideas or events in extended texts } <endL>,,,,"<startL> - Evaluating positive and negative implications associated with various positions <i>(e.g., historical events, scientific discoveries, individuals)</i> }  - Organizing information logically and coherently to represent contrasting views } <endL>","<startL> - Developing ideas about phenomena with relevant and sufficient facts, extended descriptions, concrete details, or quotations }  - Maintaining discipline-specific patterns that bridge across key uses <i>(e.g., explanation to argument in history, ",<startL> - Summarizing content-related notes from lectures or readings }  - Producing research reports using multiple sources of information } <endL>
12,1,1,Entering,"<startL> - Matching oral information to pictures, diagrams, or photographs that show points of view }  - Distinguishing words and phrases related to opinions or facts from oral statements } <endL>",<startL> - Ordering events or stages of phenomena from oral statements }  - Identifying words and phrases related to sequence } <endL>,"<startL> - Matching everyday oral content-related words and phrases to pictures, diagrams, or photographs }  - Selecting resources, places, products, or figures from oral statements and visual supports } <endL>",<startL> - Representing oneÆs ideas using various media }  - Responding to yes and no questions posed by the group }  - Using nonverbal signals to demonstrate engagement in conversations } <endL>,,,,"<startL> - Relating points of view with visual support <i>(e.g., posters, photographs)</i> }  - Stating pros and cons listed visually on a topic } <endL>","<startL> - Ordering events or stages of phenomena with sequential language <i>(e.g., first, next, step 1)</i> }  - Using words and phrases to identify visually supported phenomena } <endL>","<startL> - Naming and briefly describing content topics using visual support <i>(e.g., posters, diagrams, pictures)</i> }  - Answering select yes/no or Wh-questions } <endL>",,,
12,1,2,Emerging,<startL> - Recognizing the pros or cons of issues from short oral statements }  - Identifying claims in oral statements } <endL>,"<startL> - Sequencing steps in processes or procedures described orally }  - Comparing information, symbols, or icons on charts or tables described orally } <endL>",<startL> - Matching oral descriptions of characters or main events in content-related topics }  - Following modeled oral commands } <endL>,<startL> - Asking and answering questions }  - Communicating need for clarity of messages }  - Recognizing intonation used to achieve various purposes of communication } <endL>,,,,<startL> - Responding to oral or written claims }  - Offering facts or opinion statements as appropriate to discussion } <endL>,"<startL> - Naming properties, characteristics or features of illustrated content-related topics }  - Posing and responding to Wh-questions that relate to phenomena } <endL>",<startL> - Restating information using content-specific terms }  - Providing examples of content-related information previously studied } <endL>,,,
12,1,3,Developing,<startL> - Organizing information related to different perspectives presented orally }  - Identifying language choices that represent specific points of view from a series of oral statements } <endL>,<startL> - Recognizing relationships in a series of oral statements }  - Identifying causes for particular events or phenomena in short oral presentations } <endL>,"<startL> - Identifying main ideas from short content-related oral presentations }  - Classifying examples of genres read aloud <i>(e.g., types of narration)</i> } <endL>","<startL> - Suggesting creative ways to resolve communication issues }  - Clarifying oneÆs own ideas using a variety of strategies <i>(e.g., analogies or metaphors, paraphrasing)</i> }  - Asking clarifying questions in a respectful manner } <endL>",,,,<startL> - Stating claims matched to evidence using a series of related sentences }  - Suggesting details or reasons to reinforce points of view } <endL>,"<startL> - Connecting causes to effects in a series of statements }  - Sequencing processes, cycles, or procedures in short extended discourse } <endL>","<startL> - Posing and responding to questions in small group discussions }  - Describing the sequence of processes, cycles, procedures, or events with details } <endL>",,,
12,1,4,Expanding,<startL> - Classifying claims and evidence from oral presentations }  - Differentiating multiple perspectives presented orally } <endL>,<startL> - Identifying components of systems from multimedia }  - Interpreting cause and effect from oral discourse } <endL>,"<startL> - Following the steps of content-related tasks or assignments given orally }  - Identifying details from oral discussions <i>(e.g., when, who, where, what, and why)</i> } <endL>",<startL> - Demonstrating stamina when building ideas in a small group }  - Validating ideas of others }  - Sorting through oneÆs own ideas to determine relevant ones }  - Providing and receiving constructive feedback from others tactfully } <endL>,,,,"<startL> - Taking stances and defending them with evidence <i>(e.g., using data or citations)</i> }  - Comparing and contrasting different points of view } <endL>","<startL> - Describing components of systems in small groups and class discussions }  - Providing precise words and phrases to provide details, descriptions, classifications, comparisons, causes/effects, or procedures } <endL>",<startL> - Presenting factual information on content-related topics to the class }  - Paraphrasing and summarizing content-related ideas in large and small groups } <endL>,,,
12,1,5,Bridging,<startL> - Identifying how language choices connect to particular audiences }  - Evaluating the purpose of arguments presented by others } <endL>,<startL> - Identifying effects and consequences of events and phenomena from class discussions }  - Identifying interdependence of different parts of systems from multimedia presentations } <endL>,<startL> - Reconstructing past experiences or series of events based on oral discourse }  - Recognizing nuanced meanings of words and phrases in extended oral discourse } <endL>,<startL> - Co-creating novel perspectives on issues }  - Responding to diverse perspectives and recognizing bias in oneÆs own view }  - Generating new ideas or questions to sustain conversations } <endL>,,,,<startL> - Challenging evidence and claims in debates }  - Convincing audiences of personal points of view using persuasive language } <endL>,"<startL> - Presenting information using an objective, neutral tone in extended discourse }  - Using nominalization to compress information and maintain coherence <i>(e.g., 'This expansionà } <endL>","<startL> - Engaging in extended discussion of effects, impacts, or events related to content topics }  - Giving multimedia oral presentations on content-related material learned from various sources } <endL>",,,
12,1,6,Reaching,"<startL> - Identifying strengths, limitations, and potential biases from oral presentations }  - Organizing claims and counter claims presented in debates } <endL>",<startL> - Recognizing specific language used to enhance clarity and precision }  - Recognizing and following language related to the same event or phenomenon throughout presentations } <endL>,<startL> - Categorizing perspectives of multiple speakers }  - Identifying important information on specific events and concepts from lectures and presentations } <endL>,"<startL> - Identifying and reacting to subtle differences in speech and register <i>(e.g., hyperbole, satire, comedy)</i> }  - Producing coherent oral discourse appropriate to task, purpose, and audience }  - Synthesizing and sharing information from a va",,,,<startL> - Organizing claims and counter claims in debates with evidence from multiple sources }  - Negotiating differing cultural perspectives in pairs or small groups } <endL>,"<startL> - Providing precision and accuracy in classifications, procedures, processes, and accounts using abstraction, technical language, and a variety of active/passive verb forms }  - Following discipline-specific organization <i>(e.g., orienting the r","<startL> - Adjusting presentation style, degree of formality, word choice, tone, and information to the context and audience }  - Presenting information that follows discipline-specific organization <i>(e.g., orientation to topic, sequence of events, conc",,,
12,2,1,Entering,,,,,"<startL> - Matching media <i>(e.g., posters, photos, banners)</i> with point of view words and phrases }  - Connecting characters/historical figures with positions or stances on various issues } <endL>",<startL> - Identifying key words and phrases that describe the topics or phenomena }  - Recognizing sequence statements and illustrations that describe phenomena } <endL>,"<startL> - Matching key content-related terms and ideas to images, graphs, icons, or diagrams }  - Sequencing illustrated text of narrative or informational events } <endL>",,,,<startL> - Selecting words and phrases to represent points of view }  - Listing pros and cons of issues } <endL>,"<startL> - Producing short responses to questions using word/phrase banks }  - Labeling charts, graphs, timelines, or cycles to describe phenomena } <endL>","<startL> - Listing content words or phrases that relate to the topic }  - Including images, diagrams, and charts to add details to the topic } <endL>"
